,id
2067,26538229
2068,885225014
2069,586198217
2070,22824309
2071,253522565
2072,188033047
2073,807079398
2074,48486244
2075,19546277
2076,20659742
2077,21342612
2078,8654602
2079,113004576
2080,76138084
2081,26819104
2082,10668202
2083,104712573
2084,105184680
2085,176399599
2086,434568798
2087,27104958
2088,16729297
2089,61949166
2090,108657770
2091,17004618
2092,19697415
2093,102480261
2094,140863851
2095,9624742
2096,5120691
2097,26748158
2098,84679163
2099,57111966
2100,22032260
2101,145343433
2102,147409568
2103,91386979
2104,24196664
2105,29465136
2106,15480834
2107,8161232
2108,368348409
2109,116559622
2110,329061409
2111,33792634
2112,21894812
2113,14801678
2114,111689606
2115,15488378
2116,193741868
2117,7956142
2118,179178993
2119,7442252
2120,65979393
2121,15012486
2122,17503180
2123,14780915
2124,404532969
2125,116505994
2126,22958747
2127,14419089
2128,366629301
2129,26097227
2130,949132650
2131,21787532
2132,148529707
2133,950552984
2134,564040002
2135,9279652
2136,9917652
2137,15065434
2138,24002724
2139,16010978
2140,870282624
2141,887157738
2142,490210589
2143,166656810
2144,955748899
2145,354399766
2146,403839846
2147,29764993
2148,633007556
2149,17468190
2150,129594694
2151,135356418
2152,25300308
2153,40982362
2154,28785486
2155,353344542
2156,265675897
2157,56818929
2158,159474683
2159,937788534
2160,16795445
2161,27519763
2162,69480815
2163,16379018
2164,36074927
2165,190472557
2166,16134734
2167,16319022
2168,260345738
2169,21147846
2170,70414500
2171,106485990
2172,26129077
2173,55338739
2174,20562637
2175,90484508
2176,18638082
2177,61563843
2178,363450850
2179,358325582
2180,579397454
2181,22190185
2182,44401911
2183,14669951
2184,16263673
2185,20998647
2186,26574283
2187,159108676
2188,605812285
2189,45878767
2190,702231404
2191,18581009
2192,263936580
2193,14511951
2194,11856032
2195,16331010
2196,25073877
2197,395356224
2198,16266992
2199,407802731
2200,803058288
2201,227065692
2202,759251
2203,23131068
2204,190687129
2205,25146084
2206,39756122
2207,85181086
2208,14677919
2209,24277551
2210,50393960
2211,14246001
2212,14705027
2213,833490186
2214,217518231
2215,185916352
2216,22760252
2217,36635596
2218,64474400
2219,71595861
2220,769996213
2221,14645324
2222,24894496
2223,66386087
2224,23621827
2225,21220931
2226,13397202
2227,14353392
2228,115485051
2229,35244356
2230,34387663
2231,106498703
2232,52070270
2233,121602651
2234,493292457
2235,17899109
2236,297107817
2237,97219875
2238,19673700
2239,20695699
2240,158091731
2241,21785699
2242,208155240
2243,59325665
2244,15649433
2245,2467791
2246,69326792
2247,107190473
2248,771369817
2249,70805059
2250,70535360
2251,404422077
2252,53680074
2253,147784878
2254,133043514
2255,454313925
2256,16669075
2257,310115801
2258,337709433
2259,313537605
2260,20031296
2261,299798272
2262,36421163
2263,17052580
2264,69151822
2265,172348485
2266,14089195
2267,95709555
2268,57113624
2269,322603418
2270,17222678
2271,226810374
2272,16303106
2273,15485441
2274,44039298
2275,384445331
2276,813286
2277,50055701
2278,193419784
2279,22138357
2280,36082429
2281,518677406
2282,227070376
2283,327484803
2284,65381936
2285,163679899
2286,285765523
2287,36430477
2288,25330246
2289,29515247
2290,51241574
2291,414154091
2292,234053160
2293,140912249
2294,20608910
2295,226050168
2296,34636118
2297,100351634
2298,20049864
2299,407347022
2300,50011708
2301,6017542
2302,28153561
2303,40918816
2304,553036368
2305,17493949
2306,101889020
2307,545564541
2308,92973919
2309,398075067
2310,18026676
2311,19664650
2312,18326925
2313,265515807
2314,121254571
2315,8839632
2316,14515799
2317,50325797
2318,23588075
2319,79827261
2320,398262221
2321,381724050
2322,18138592
2323,72888855
2324,388221777
2325,17212434
2326,288452305
2327,198081108
2328,24464743
2329,16999795
2330,15113565
2331,93687723
2332,120176950
2333,247323151
2334,47438401
2335,22732517
2336,61292961
2337,72911037
2338,114782468
2339,163995093
2340,5507902
2341,349177459
2342,14893712
2343,14245378
2344,152341106
2345,103087049
2346,17293897
2347,5392522
2348,181734166
2349,14173315
2350,32271233
2351,30043148
2352,144994167
2353,16518086
2354,173999134
2355,6480682
2356,14503997
2357,15641394
2358,14226495
2359,15406924
2360,20402945
2361,428333
2362,21009763
2363,28886286
